real_category,Status,Channel,date,num_of_ticket
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-19,2
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-20,2
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-21,3
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-22,7
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-23,6
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-24,3
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-25,6
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-26,6
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-27,2
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-28,2
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-29,1
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-09-30,3
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-10-01,7
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-10-02,11
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-10-03,11
Information::EDC Saku::Delivery Info,Closed,Instagram,2025-10-04,5
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-20,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-21,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-22,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-23,4
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-24,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-25,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-26,4
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-27,7
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-28,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-29,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-30,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-08-31,4
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-01,4
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-02,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-03,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-04,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-05,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-06,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-07,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-08,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-09,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-10,5
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-11,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-12,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-13,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-14,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-15,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-16,13
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-17,11
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-18,4
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-19,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-20,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-22,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-23,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-24,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-25,2
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-26,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-27,3
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-29,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-09-30,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-10-01,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-10-02,1
Information::EDC Saku::Delivery Info,Closed,Slack,2025-10-03,5
Information::EDC Saku::Delivery Info,Closed,Slack,2025-10-04,1
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-20,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-21,5
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-22,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-23,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-24,3
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-25,6
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-26,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-27,7
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-28,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-29,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-30,3
Information::EDC Saku::Delivery Info,Closed,Web,2025-08-31,3
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-01,8
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-02,1
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-03,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-04,6
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-05,7
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-06,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-07,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-08,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-09,5
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-10,6
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-11,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-12,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-13,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-14,5
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-15,5
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-16,3
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-17,3
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-19,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-21,1
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-23,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-24,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-25,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-26,1
Information::EDC Saku::Delivery Info,Closed,Web,2025-09-27,1
Information::EDC Saku::Delivery Info,Closed,Web,2025-10-01,2
Information::EDC Saku::Delivery Info,Closed,Web,2025-10-02,4
Information::EDC Saku::Delivery Info,Closed,Web,2025-10-03,3
Information::EDC Saku::Delivery Info,Closed,Web,2025-10-04,2
Information::EDC Saku::Delivery OTS Banner Info,Closed,Chat,2025-09-02,1
Information::EDC Saku::Delivery OTS Banner Info,Closed,Slack,2025-09-02,1
Information::EDC Saku::Disbursement Info,Closed,Chat,2025-09-06,1
Information::EDC Saku::Disbursement Info,Closed,Chat,2025-09-08,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-08-26,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-09-02,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-09-04,2
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-09-08,2
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-09-16,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-09-27,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Chat,2025-10-03,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Instagram,2025-08-22,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Slack,2025-08-21,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Web,2025-09-02,1
Information::EDC Saku::Garansi Ekstra Info,Closed,Web,2025-09-04,2
Information::EDC Saku::General Info,Closed,Chat,2025-08-20,5
Information::EDC Saku::General Info,Closed,Chat,2025-08-21,6
Information::EDC Saku::General Info,Closed,Chat,2025-08-22,6
Information::EDC Saku::General Info,Closed,Chat,2025-08-23,2
Information::EDC Saku::General Info,Closed,Chat,2025-08-24,7
Information::EDC Saku::General Info,Closed,Chat,2025-08-25,3
Information::EDC Saku::General Info,Closed,Chat,2025-08-26,2
Information::EDC Saku::General Info,Closed,Chat,2025-08-27,6
Information::EDC Saku::General Info,Closed,Chat,2025-08-28,1
Information::EDC Saku::General Info,Closed,Chat,2025-08-29,4
Information::EDC Saku::General Info,Closed,Chat,2025-08-30,4
Information::EDC Saku::General Info,Closed,Chat,2025-08-31,5
Information::EDC Saku::General Info,Closed,Chat,2025-09-02,3
Information::EDC Saku::General Info,Closed,Chat,2025-09-03,3
Information::EDC Saku::General Info,Closed,Chat,2025-09-04,5
Information::EDC Saku::General Info,Closed,Chat,2025-09-05,2
Information::EDC Saku::General Info,Closed,Chat,2025-09-06,1
Information::EDC Saku::General Info,Closed,Chat,2025-09-07,1
Information::EDC Saku::General Info,Closed,Chat,2025-09-08,5
Information::EDC Saku::General Info,Closed,Chat,2025-09-09,1
Information::EDC Saku::General Info,Closed,Chat,2025-09-10,4
Information::EDC Saku::General Info,Closed,Chat,2025-09-11,11
Information::EDC Saku::General Info,Closed,Chat,2025-09-12,3
Information::EDC Saku::General Info,Closed,Chat,2025-09-13,5
Information::EDC Saku::General Info,Closed,Chat,2025-09-14,2
Information::EDC Saku::General Info,Closed,Chat,2025-09-15,2
Information::EDC Saku::General Info,Closed,Chat,2025-09-16,5
Information::EDC Saku::General Info,Closed,Chat,2025-09-17,6
Information::EDC Saku::General Info,Closed,Chat,2025-09-18,3
Information::EDC Saku::General Info,Closed,Chat,2025-09-21,2
Information::EDC Saku::General Info,Closed,Chat,2025-09-22,7
Information::EDC Saku::General Info,Closed,Chat,2025-09-24,4
Information::EDC Saku::General Info,Closed,Chat,2025-09-25,7
Information::EDC Saku::General Info,Closed,Chat,2025-09-26,3
Information::EDC Saku::General Info,Closed,Chat,2025-09-27,3
Information::EDC Saku::General Info,Closed,Chat,2025-09-28,2
Information::EDC Saku::General Info,Closed,Chat,2025-09-29,2
Information::EDC Saku::General Info,Closed,Chat,2025-09-30,1
Information::EDC Saku::General Info,Closed,Chat,2025-10-01,2
Information::EDC Saku::General Info,Closed,Chat,2025-10-03,5
Information::EDC Saku::General Info,Closed,Chat,2025-10-04,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-01,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-02,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-08,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-09,2
Information::EDC Saku::General Info,Closed,Instagram,2025-09-18,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-26,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-27,1
Information::EDC Saku::General Info,Closed,Instagram,2025-09-28,3
Information::EDC Saku::General Info,Closed,Instagram,2025-09-29,1
Information::EDC Saku::General Info,Closed,Slack,2025-08-20,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-01,2
Information::EDC Saku::General Info,Closed,Slack,2025-09-08,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-10,2
Information::EDC Saku::General Info,Closed,Slack,2025-09-13,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-15,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-17,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-18,4
Information::EDC Saku::General Info,Closed,Slack,2025-09-22,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-23,1
Information::EDC Saku::General Info,Closed,Slack,2025-09-30,1
Information::EDC Saku::General Info,Closed,Slack,2025-10-01,1
Information::EDC Saku::General Info,Closed,Slack,2025-10-02,1
Information::EDC Saku::General Info,Closed,Slack,2025-10-10,1
Information::EDC Saku::General Info,Closed,Web,2025-08-20,2
Information::EDC Saku::General Info,Closed,Web,2025-08-21,1
Information::EDC Saku::General Info,Closed,Web,2025-09-05,1
Information::EDC Saku::General Info,Closed,Web,2025-09-16,2
Information::EDC Saku::Other,Closed,Chat,2025-08-28,1
Information::EDC Saku::Other,Closed,Chat,2025-09-26,2
Information::EDC Saku::Other,Closed,Chat,2025-09-29,1
Information::EDC Saku::Other,Closed,Chat,2025-09-30,1
Information::EDC Saku::Other,Closed,Chat,2025-10-02,1
Information::EDC Saku::Other,Closed,Instagram,2025-09-29,1
Information::EDC Saku::Other,Closed,Instagram,2025-09-30,1
Information::EDC Saku::Other,Closed,Web,2025-08-28,1
Information::EDC Saku::Other,Closed,Web,2025-10-03,1
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-20,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-21,8
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-22,14
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-23,11
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-24,3
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-25,6
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-26,10
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-27,6
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-28,8
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-29,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-30,8
Information::EDC Saku::Purchase Info,Closed,Chat,2025-08-31,3
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-01,5
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-02,11
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-03,16
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-04,17
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-05,15
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-06,11
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-07,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-08,10
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-09,17
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-10,13
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-11,15
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-12,11
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-13,12
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-14,9
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-15,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-16,19
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-17,12
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-18,10
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-19,6
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-20,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-21,3
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-22,12
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-23,13
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-24,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-25,11
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-26,15
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-27,12
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-28,15
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-29,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-09-30,13
Information::EDC Saku::Purchase Info,Closed,Chat,2025-10-01,11
Information::EDC Saku::Purchase Info,Closed,Chat,2025-10-02,7
Information::EDC Saku::Purchase Info,Closed,Chat,2025-10-03,8
Information::EDC Saku::Purchase Info,Closed,Chat,2025-10-04,11
Information::EDC Saku::Purchase Info,Closed,Email,2025-09-06,1
Information::EDC Saku::Purchase Info,Closed,Facebook,2025-09-10,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-20,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-21,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-22,3
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-24,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-25,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-26,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-08-27,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-01,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-02,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-03,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-04,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-06,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-08,3
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-09,4
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-11,3
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-12,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-14,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-15,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-17,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-18,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-20,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-21,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-22,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-23,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-24,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-25,3
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-26,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-27,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-28,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-29,2
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-09-30,4
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-10-01,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-10-02,1
Information::EDC Saku::Purchase Info,Closed,Instagram,2025-10-04,1
Information::EDC Saku::Purchase Info,Closed,Slack,2025-08-20,1
Information::EDC Saku::Purchase Info,Closed,Slack,2025-08-21,1
Information::EDC Saku::Purchase Info,Closed,Slack,2025-08-27,1
Information::EDC Saku::Purchase Info,Closed,Slack,2025-08-28,1
Information::EDC Saku::Purchase Info,Closed,Slack,2025-10-02,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-20,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-22,5
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-23,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-24,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-25,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-26,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-27,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-28,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-08-31,6
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-01,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-02,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-03,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-04,11
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-05,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-06,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-07,6
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-08,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-09,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-10,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-11,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-12,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-13,6
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-15,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-16,5
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-17,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-19,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-21,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-22,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-23,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-25,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-26,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-27,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-28,4
Information::EDC Saku::Purchase Info,Closed,Web,2025-09-29,1
Information::EDC Saku::Purchase Info,Closed,Web,2025-10-01,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-10-02,2
Information::EDC Saku::Purchase Info,Closed,Web,2025-10-03,3
Information::EDC Saku::Purchase Info,Closed,Web,2025-10-04,2
Information::EDC Saku::Purchase Info Project,Closed,Chat,2025-08-27,1
Information::EDC Saku::Purchase Info Project,Closed,Chat,2025-08-31,1
Information::EDC Saku::Purchase Info Project,Closed,Chat,2025-09-04,1
Information::EDC Saku::Registration,Closed,Chat,2025-08-24,1
Information::EDC Saku::Registration,Closed,Chat,2025-08-25,2
Information::EDC Saku::Registration,Closed,Chat,2025-08-26,1
Information::EDC Saku::Registration,Closed,Chat,2025-08-30,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-04,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-06,2
Information::EDC Saku::Registration,Closed,Chat,2025-09-07,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-10,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-16,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-19,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-23,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-26,1
Information::EDC Saku::Registration,Closed,Chat,2025-09-29,1
Information::EDC Saku::Registration,Closed,Chat,2025-10-02,1
Information::EDC Saku::Registration,Closed,Chat,2025-10-03,1
Information::EDC Saku::Registration,Closed,Email,2025-09-18,1
Information::EDC Saku::Registration,Closed,Instagram,2025-08-28,1
Information::EDC Saku::Registration,Closed,Instagram,2025-08-30,1
Information::EDC Saku::Registration,Closed,Instagram,2025-09-02,1
Information::EDC Saku::Registration,Closed,Slack,2025-09-19,1
Information::EDC Saku::Registration,Closed,Slack,2025-09-30,1
Information::EDC Saku::Registration,Closed,Slack,2025-10-04,1
Information::EDC Saku::Registration,Closed,Slack,2025-10-29,2
Information::EDC Saku::Registration,Closed,Slack,2025-11-06,1
Information::EDC Saku::Registration,Closed,Slack,2025-11-12,1
Information::EDC Saku::Registration,Closed,Web,2025-08-25,2
Information::EDC Saku::Registration,Closed,Web,2025-08-30,1
Information::EDC Saku::Rental Info,Closed,Slack,2025-09-08,1
Information::EDC partner::Other,Closed,Chat,2025-09-08,1
Information::EDC partner::Other,Closed,Slack,2025-09-03,1
Information::EDC partner::Other,Closed,Slack,2025-09-08,1
Information::EDC partner::Other,Closed,Slack,2025-10-16,1
Information::EDC partner::Other,Closed,Slack,2025-10-20,1
Information::EDC partner::Partnership,Closed,Chat,2025-08-20,1
Information::EDC partner::Partnership,Closed,Chat,2025-08-27,2
Information::EDC partner::Partnership,Closed,Chat,2025-08-30,2
Information::EDC partner::Partnership,Closed,Chat,2025-09-04,1
Information::EDC partner::Partnership,Closed,Chat,2025-09-08,1
Information::EDC partner::Partnership,Closed,Chat,2025-09-09,1
Information::EDC partner::Partnership,Closed,Chat,2025-09-13,2
Information::EDC partner::Partnership,Closed,Chat,2025-09-20,1
Information::EDC partner::Partnership,Closed,Chat,2025-09-23,2
Information::EDC partner::Partnership,Closed,Chat,2025-09-26,1
Information::EDC partner::Partnership,Closed,Chat,2025-10-01,1
Information::EDC partner::Partnership,Closed,Email,2025-08-21,1
Information::EDC partner::Partnership,Closed,Email,2025-08-22,1
Information::EDC partner::Partnership,Closed,Email,2025-08-25,1
Information::EDC partner::Partnership,Closed,Email,2025-08-26,1
Information::EDC partner::Partnership,Closed,Email,2025-09-02,1
Information::EDC partner::Partnership,Closed,Email,2025-09-10,1
Information::EDC partner::Partnership,Closed,Instagram,2025-09-16,1
Information::EDC partner::Partnership,Closed,Instagram,2025-10-03,1
Information::EDC partner::Partnership,Closed,Slack,2025-09-02,1
Information::EDC partner::Partnership,Closed,Slack,2025-09-05,1
Information::EDC partner::Partnership,Closed,Slack,2025-10-10,1
Information::EDC partner::Partnership,Closed,Web,2025-09-17,1
Information::EDC::Activation Info,Closed,Chat,2025-10-05,1
Information::EDC::Activation Info,Closed,Chat,2025-10-06,1
Information::EDC::Activation Info,Closed,Chat,2025-10-07,1
Information::EDC::Activation Info,Closed,Chat,2025-10-08,3
Information::EDC::Activation Info,Closed,Chat,2025-10-10,2
Information::EDC::Activation Info,Closed,Chat,2025-10-12,3
Information::EDC::Activation Info,Closed,Chat,2025-10-13,1
Information::EDC::Activation Info,Closed,Chat,2025-10-18,1
Information::EDC::Activation Info,Closed,Chat,2025-10-22,1
Information::EDC::Activation Info,Closed,Chat,2025-10-26,1
Information::EDC::Activation Info,Closed,Chat,2025-11-05,2
Information::EDC::Activation Info,Closed,Chat,2025-11-06,1
Information::EDC::Activation Info,Closed,Chat,2025-11-07,1
Information::EDC::Activation Info,Closed,Chat,2025-11-08,1
Information::EDC::Activation Info,Closed,Chat,2025-11-11,1
Information::EDC::Activation Info,Closed,Chat,2025-11-12,1
Information::EDC::Activation Info,Closed,Chat,2025-11-18,1
Information::EDC::Activation Info,Closed,Slack,2025-10-05,1
Information::EDC::Activation Info,Closed,Slack,2025-10-17,2
Information::EDC::Activation Info,Closed,Slack,2025-10-22,1
Information::EDC::Activation Info,Closed,Slack,2025-10-27,1
Information::EDC::Activation Info,Closed,Slack,2025-10-30,1
Information::EDC::Activation Info,Closed,Slack,2025-11-06,1
Information::EDC::Activation Info,Closed,Web,2025-10-08,1
Information::EDC::Activation Info,Closed,Web,2025-10-13,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-05,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-06,2
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-07,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-09,2
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-10,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-13,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-15,3
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-16,4
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-18,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-19,3
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-22,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-25,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-26,2
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-27,3
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-28,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-29,3
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-30,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-10-31,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-11-01,4
Information::EDC::Admin Fee Info,Closed,Chat,2025-11-02,1
Information::EDC::Admin Fee Info,Closed,Chat,2025-11-03,4
Information::EDC::Admin Fee Info,Closed,Chat,2025-11-04,4
Information::EDC::Admin Fee Info,Closed,Chat,2025-11-05,3
Information::EDC::Admin Fee Info,Closed,Chat,2025-11-06,2
